term	POS	sentiment
"drollness"	"n"	0.0
"drolly"	"adv"	0.0
"dromedary"	"n"	0.0
"drone"	"v"	-1.0
"drool"	"v"	0.0
"droop"	"v"	-1.0
"droopy"	"adj"	0.0
"drop"	"v"	0.0
"droplet"	"n"	0.0
"dropout"	"n"	-2.0
"dropper"	"n"	0.0
"droppings"	"n"	0.0
"dross"	"n"	-1.0
"drought"	"n"	-2.0
"drove"	"v"	0.0
"drover"	"n"	0.0
"drown"	"v"	-1.0
"drowse"	"v"	0.0
"drowsily"	"adv"	-1.0
"drowsiness"	"n"	-1.0
"drowsy"	"adj"	-1.0
"drub"	"v"	-1.0
"drudge"	"v"	-1.0
"drudgery"	"n"	-2.0
"drug"	"v"	0.0
"druggist"	"n"	0.0
"drugstore"	"n"	0.0
"druid"	"n"	0.0
"drum"	"v"	0.0
"drummer"	"n"	0.0
"drumstick"	"n"	0.0
"drunk"	"adj"	-1.0
"drunkard"	"n"	-2.0
"drunken"	"adj"	-1.0
"drunkenly"	"adv"	-1.0
"drunkenness"	"n"	-2.0
"dry"	"adj"	0.0
"dry"	"v"	0.0
"dryad"	"n"	0.0
"dryer"	"n"	0.0
"dryly"	"adv"	-1.0
"dryness"	"n"	0.0
"drywall"	"n"	0.0
"dual"	"adj"	0.0
"duality"	"n"	0.0
"dub"	"v"	0.0
"dubious"	"adj"	-2.0
"dubiously"	"adv"	-2.0
"ducal"	"adj"	0.0
"ducat"	"n"	0.0
"duchess"	"n"	0.0
"duchy"	"n"	0.0
"duck"	"v"	0.0
"duckling"	"n"	0.0
"duct"	"n"	0.0
"ductile"	"adj"	0.0
"dud"	"adj"	-2.0
"dude"	"n"	0.0
"dudgeon"	"n"	-2.0
"duds"	"n"	0.0
"due"	"adj"	0.0
"due"	"adv"	0.0
"duel"	"v"	0.0
"duelist"	"n"	0.0
"dues"	"n"	0.0
"duet"	"n"	0.0
"duffer"	"n"	-1.0
"dug"	"v"	0.0
"dugout"	"n"	0.0
"duh"	"n"	-1.0
"duke"	"n"	0.0
"dukedom"	"n"	0.0
"dulcet"	"adj"	1.0
"dulcimer"	"n"	0.0
"dull"	"v"	-1.0
"dull"	"adj"	-2.0
"dullard"	"n"	-2.0
"dullness"	"n"	-1.0
"dully"	"adv"	-2.0
"duly"	"adv"	0.0
"dumb"	"adj"	-2.0
"dumbbell"	"n"	0.0
"dumbfound"	"v"	-1.0
"dumbly"	"adv"	-2.0
"dumbness"	"n"	-1.0
"dumbwaiter"	"n"	0.0
"dumdum"	"n"	-1.0
"dumfound"	"v"	-1.0
"dummy"	"adj"	-1.0
"dummy"	"v"	0.0
"dump"	"v"	-1.0
"dumpling"	"n"	0.0
"dumps"	"n"	-2.0
"dumpy"	"adj"	-1.0
"dun"	"adj"	0.0
"dun"	"v"	0.0
"dunce"	"n"	-2.0
"dune"	"n"	0.0
"dung"	"v"	0.0
"dungaree"	"n"	0.0
"dungarees"	"n"	0.0
"dungeon"	"n"	-1.0
"dunk"	"v"	0.0
"duo"	"n"	0.0
"duodenal"	"adj"	0.0
"duodenum"	"n"	0.0
"dupe"	"v"	-1.0
"duplex"	"adj"	0.0
"duplex"	"v"	0.0
"duplicate"	"adj"	0.0
"duplicate"	"v"	0.0
"duplication"	"n"	0.0
"duplicator"	"n"	0.0
"duplicity"	"n"	-2.0
"durability"	"n"	0.0
"durable"	"adj"	2.0
"durably"	"adv"	2.0
"duration"	"n"	0.0
"duress"	"n"	-2.0
"during"	"prep"	0.0
"dusk"	"v"	0.0
"dusky"	"adj"	0.0
"dust"	"v"	0.0
"duster"	"n"	0.0
"dustpan"	"n"	0.0
"dusty"	"adj"	-1.0
"dutch"	"adj"	0.0
"dutiful"	"adj"	2.0
"dutifully"	"adv"	2.0
"duty"	"n"	0.0
"dwarf"	"v"	0.0
"dwarves"	"n"	0.0
"dweeb"	"n"	-1.0
"dwell"	"v"	0.0
"dweller"	"n"	0.0
"dwelling"	"n"	0.0
"dwelt"	"n"	0.0
"dwindle"	"v"	0.0
"dye"	"v"	0.0
"dyer"	"n"	0.0
"dyestuff"	"n"	0.0
"dying"	"adj"	-2.0
"dyke"	"v"	0.0
"dynamic"	"adj"	1.0
"dynamically"	"adv"	1.0
"dynamics"	"n"	0.0
"dynamism"	"n"	2.0
"dynamite"	"v"	0.0
"dynamo"	"n"	1.0
"dynastic"	"adj"	0.0
"dynasty"	"n"	0.0
"dysentery"	"n"	-2.0
"dysfunction"	"n"	-2.0
"dysfunctional"	"adj"	-2.0
"dyslexia"	"n"	-1.0
"dyslexic"	"adj"	-1.0
"dyspepsia"	"n"	-2.0
"dyspeptic"	"adj"	-1.0
"dz."	"n"	0.0
"e"	"unknown"	0.0
"e.g."	"adv"	0.0
"ea."	"n"	0.0
"each"	"adj"	0.0
"each"	"adv"	0.0
"eager"	"adj"	2.0
"eagerly"	"adv"	1.0
"eagerness"	"n"	2.0
"eagle"	"v"	0.0
"eagle-eyed"	"adj"	1.0
"eaglet"	"n"	0.0
"ear"	"n"	0.0
"earache"	"n"	-2.0
"eardrum"	"n"	0.0
"earl"	"n"	0.0
"earlobe"	"n"	0.0
"early"	"adj"	1.0
"early"	"adv"	1.0
"earmark"	"v"	0.0
"earmuff"	"n"	0.0
"earmuffs"	"n"	0.0
"earn"	"v"	0.0
"earnest"	"adj"	2.0
"earnestly"	"adv"	2.0
"earnestness"	"n"	1.0
"earnings"	"n"	0.0
"earphone"	"n"	0.0
"earplug"	"n"	0.0
"earring"	"n"	0.0
"earshot"	"n"	0.0
"earsplitting"	"adj"	-2.0
"earth"	"v"	0.0
"earthen"	"adj"	0.0
"earthenware"	"n"	0.0
"earthiness"	"n"	0.0
"earthling"	"n"	0.0
"earthly"	"adj"	0.0
"earthquake"	"n"	-2.0
"earthshaking"	"adj"	0.0
"earthwork"	"n"	0.0
"earthworm"	"n"	0.0
"earthy"	"adj"	0.0
"ease"	"n"	2.0
"easel"	"n"	0.0
"easily"	"adv"	2.0
"easiness"	"n"	1.0
"east"	"adj"	0.0
"east"	"adv"	0.0
"easterly"	"adj"	0.0
"easterly"	"adv"	0.0
"eastern"	"adj"	0.0
"easterner"	"n"	0.0
"eastward"	"adj"	0.0
"eastward"	"adv"	0.0
"eastwards"	"adv"	0.0
"easy"	"adj"	1.0
"easygoing"	"adj"	2.0
"eat"	"v"	0.0
"eatable"	"adj"	1.0
"eaten"	"v"	0.0
"eater"	"n"	0.0
"eatery"	"n"	0.0
"eaves"	"n"	0.0
"eavesdrop"	"v"	-1.0
"eavesdropper"	"n"	-1.0
"ebb"	"v"	0.0
"ebony"	"adj"	0.0
"ebullience"	"n"	2.0
"ebullient"	"adj"	2.0
"eccentric"	"adj"	0.0
"eccentrically"	"adv"	0.0
"eccentricity"	"n"	-1.0
"ecclesiastic"	"adj"	0.0
"ecclesiastical"	"adj"	0.0
"echelon"	"n"	0.0
"echo"	"v"	0.0
"eclair"	"n"	0.0
"eclectic"	"adj"	1.0
"eclecticism"	"n"	1.0
"eclipse"	"v"	0.0
"ecological"	"adj"	0.0
"ecologically"	"adv"	0.0
"ecologist"	"n"	0.0
"ecology"	"n"	0.0
"economic"	"adj"	0.0
"economical"	"adj"	2.0
"economically"	"adv"	1.0
"economics"	"n"	0.0
"economist"	"n"	0.0
"economize"	"v"	0.0
"economy"	"n"	0.0
"ecosystem"	"n"	0.0
"ecstasy"	"n"	2.0
"ecstatic"	"adj"	2.0
"ecstatically"	"adv"	2.0
"ecumenical"	"adj"	0.0
"ecumenically"	"adv"	0.0
"eczema"	"n"	-1.0
"ed."	"n"	0.0
"eddy"	"v"	0.0
"edema"	"n"	-1.0
"edge"	"v"	0.0
"edgeways"	"adv"	0.0
"edgewise"	"adv"	0.0
"edginess"	"n"	0.0
"edging"	"n"	0.0
"edgy"	"adj"	1.0
"edible"	"adj"	0.0
"edict"	"n"	0.0
"edification"	"n"	2.0
"edifice"	"n"	0.0
"edify"	"v"	1.0
"edit"	"v"	0.0
"edition"	"n"	0.0
"editor"	"n"	0.0
"editorial"	"adj"	0.0
"editorialize"	"v"	0.0
"editorially"	"adv"	0.0
"educable"	"adj"	1.0
"educate"	"v"	0.0
"educated"	"adj"	2.0
"education"	"n"	0.0
"educational"	"adj"	1.0
"educationally"	"adv"	1.0
"educator"	"n"	0.0
"eel"	"n"	0.0
"e'er"	"adv"	0.0
"eerie"	"adj"	-1.0
"eerily"	"adv"	-2.0
"eeriness"	"n"	-1.0
"eery"	"adj"	-1.0
"efface"	"v"	0.0
"effect"	"v"	0.0
"effective"	"adj"	2.0
"effectively"	"adv"	2.0
"effectiveness"	"n"	2.0
"effects"	"n"	0.0
"effectual"	"adj"	1.0
"effectually"	"adv"	1.0
"effeminacy"	"n"	-1.0
"effeminate"	"adj"	-1.0
"effervesce"	"v"	0.0
"effervescence"	"n"	0.0
"effervescent"	"adj"	1.0
"effete"	"adj"	-1.0
"efficacious"	"adj"	2.0
"efficacy"	"n"	0.0
"efficiency"	"n"	2.0
"efficient"	"adj"	2.0
"efficiently"	"adv"	2.0
"effigy"	"n"	0.0
"effluent"	"adj"	0.0
"effort"	"n"	0.0
"effortless"	"adj"	1.0
"effortlessly"	"adv"	2.0
"effrontery"	"n"	-2.0
"effusion"	"n"	0.0
"effusive"	"adj"	1.0
"effusively"	"adv"	1.0
"effusiveness"	"n"	0.0
"egalitarian"	"adj"	2.0
"egalitarianism"	"n"	0.0
"egg"	"v"	0.0
"eggbeater"	"n"	0.0
"egghead"	"n"	0.0
"eggnog"	"n"	0.0
"eggplant"	"n"	0.0
"eggshell"	"n"	0.0
"ego"	"n"	0.0
"egocentric"	"adj"	-2.0
"egoism"	"n"	-1.0
"egoist"	"n"	-1.0
"egoistic"	"adj"	-2.0
"egotism"	"n"	-2.0
"egotist"	"n"	-2.0
"egotistic"	"adj"	-2.0
"egotistical"	"adj"	-2.0
"egregious"	"adj"	-3.0
"egregiously"	"adv"	-2.0
"egress"	"v"	0.0
"egret"	"n"	0.0
"egyptian"	"adj"	0.0
"eh"	"excl"	0.0
"eider"	"n"	0.0
"eiderdown"	"n"	0.0
"eight"	"adj"	0.0
"eighteen"	"adj"	0.0
"eighteenth"	"adj"	0.0
"eighth"	"adj"	0.0
"eightieth"	"adj"	0.0
"eighty"	"adj"	0.0
"either"	"adv"	0.0
"ejaculate"	"v"	0.0
"ejaculation"	"n"	0.0
"eject"	"v"	-1.0
"ejection"	"n"	0.0
"eke"	"n"	0.0
"elaborate"	"adj"	0.0
"elaborate"	"v"	0.0
"elaborately"	"adv"	1.0
"elaborateness"	"n"	0.0
"elaboration"	"n"	0.0
"elan"	"n"	2.0
"elapse"	"v"	0.0
"elastic"	"adj"	0.0
"elasticity"	"n"	0.0
"elate"	"v"	2.0
"elated"	"adj"	2.0
"elation"	"n"	3.0
"elbow"	"v"	0.0
"elbowroom"	"n"	0.0
"elder"	"adj"	0.0
"elderberry"	"n"	0.0
"elderly"	"adj"	0.0
"eldest"	"adj"	0.0
"elect"	"adj"	1.0
"elect"	"v"	0.0
"election"	"n"	0.0
"electioneer"	"v"	0.0
"elective"	"adj"	0.0
"elector"	"n"	0.0
"electoral"	"adj"	0.0
"electorate"	"n"	0.0
"electric"	"adj"	0.0
"electrical"	"adj"	0.0
"electrically"	"adv"	0.0
"electrician"	"n"	0.0
"electricity"	"n"	0.0
"electrification"	"n"	0.0
"electrify"	"v"	2.0
"electrifying"	"adj"	1.0
"electrocardiogram"	"n"	0.0
"electrocardiograph"	"n"	0.0
"electrocute"	"v"	0.0
"electrocution"	"n"	-2.0
"electrode"	"n"	0.0
"electrolysis"	"n"	0.0
"electrolyte"	"n"	0.0
"electrolytic"	"adj"	0.0
"electromagnet"	"n"	0.0
"electromagnetic"	"adj"	0.0
"electromagnetism"	"n"	0.0
"electron"	"n"	0.0
"electronic"	"adj"	0.0
"electronically"	"adv"	0.0
"electronics"	"n"	0.0
"electroplate"	"v"	0.0
"elegance"	"n"	2.0
"elegant"	"adj"	2.0
"elegantly"	"adv"	2.0
"elegy"	"n"	0.0
"element"	"n"	0.0
"elemental"	"adj"	0.0
"elementary"	"adj"	0.0
"elephant"	"n"	0.0
"elephantine"	"adj"	-1.0
"elevate"	"v"	2.0
"elevation"	"n"	0.0
"elevator"	"n"	0.0
"eleven"	"adj"	0.0
"eleventh"	"adj"	0.0
"elf"	"n"	0.0
"elfin"	"adj"	2.0
"elfish"	"adj"	1.0
"elicit"	"v"	0.0
"eligibility"	"n"	0.0
"eligible"	"adj"	2.0
"eliminate"	"v"	-1.0
"elimination"	"n"	-1.0
"elite"	"adj"	2.0
"elitism"	"n"	-1.0
"elitist"	"adj"	-1.0
"elixir"	"n"	2.0
"elizabethan"	"adj"	0.0
"elk"	"n"	0.0
"ell"	"n"	0.0
"ellipse"	"n"	0.0
"ellipses"	"n"	0.0
"ellipsis"	"n"	0.0
"elliptic"	"adj"	0.0
"elliptical"	"adj"	0.0
"elm"	"n"	0.0
"elocution"	"n"	0.0
"elocutionist"	"n"	0.0
"elongate"	"adj"	0.0
"elongate"	"v"	0.0
"elongation"	"n"	0.0
"elope"	"v"	0.0
"elopement"	"n"	0.0
"eloquence"	"n"	2.0
"eloquent"	"adj"	2.0
"eloquently"	"adv"	2.0
"else"	"conj"	0.0
"elsewhere"	"adv"	0.0
"elucidate"	"v"	0.0
"elucidation"	"n"	0.0
"elude"	"v"	-1.0
"elusive"	"adj"	0.0
"elusively"	"adv"	-1.0
"elusiveness"	"n"	-1.0
"elves"	"n"	0.0
"em"	"n"	0.0
"emaciate"	"v"	0.0
"emaciated"	"adj"	-2.0
"emaciation"	"n"	-1.0
"e-mail"	"v"	0.0
"emanate"	"v"	0.0
"emanation"	"n"	0.0
"emancipate"	"v"	1.0
"emancipation"	"n"	2.0
"emancipator"	"n"	1.0
"emasculate"	"adj"	-2.0
"emasculate"	"v"	-2.0
"emasculation"	"n"	-2.0
"embalm"	"v"	0.0
"embalmer"	"n"	0.0
"embankment"	"n"	0.0
"embargo"	"v"	0.0
"embark"	"v"	0.0
"embarkation"	"n"	0.0
"embarrass"	"v"	-1.0
"embarrassing"	"adj"	-2.0
"embarrassingly"	"adv"	-2.0
"embarrassment"	"n"	-1.0
"embassy"	"n"	0.0
"embattled"	"adj"	-1.0
"embed"	"v"	0.0
"embellish"	"v"	0.0
"embellishment"	"n"	0.0
"ember"	"n"	0.0
"embezzle"	"v"	-2.0
"embezzlement"	"n"	-2.0
"embezzler"	"n"	-2.0
"embitter"	"v"	-2.0
"emblazon"	"v"	0.0
"emblem"	"n"	0.0
"emblematic"	"adj"	0.0
"embodiment"	"n"	0.0
"embody"	"v"	0.0
"embolden"	"v"	0.0
"embolism"	"n"	0.0
"emboss"	"v"	0.0
"embrace"	"v"	1.0
"embroider"	"v"	0.0
"embroidery"	"n"	0.0
"embroil"	"v"	-2.0
"embryo"	"n"	0.0
"embryologist"	"n"	0.0
"embryology"	"n"	0.0
"embryonic"	"adj"	0.0
"emcee"	"v"	0.0
"emend"	"v"	0.0
"emendation"	"n"	0.0
"emerald"	"adj"	0.0
"emerge"	"v"	0.0
"emergence"	"n"	0.0
"emergency"	"n"	-2.0
"emergent"	"adj"	0.0
"emeritus"	"adj"	0.0
"emery"	"n"	0.0
"emetic"	"adj"	-1.0
"emigrant"	"n"	0.0
"emigrate"	"v"	0.0
"emigration"	"n"	0.0
"emigre"	"n"	0.0
"eminence"	"n"	1.0
"eminent"	"adj"	2.0
"eminently"	"adv"	2.0
"emir"	"n"	0.0
"emirate"	"n"	0.0
"emissary"	"n"	0.0
"emission"	"n"	0.0
"emit"	"v"	0.0
"emollient"	"adj"	0.0
"emote"	"v"	0.0
"emotion"	"n"	0.0
"emotional"	"adj"	0.0
"emotionally"	"adv"	0.0
"empathize"	"v"	1.0
"empathy"	"n"	2.0
"emperor"	"n"	0.0
"emphases"	"n"	0.0
"emphasis"	"n"	0.0
"emphasize"	"v"	0.0
"emphatic"	"adj"	1.0
"emphatically"	"adv"	0.0
"emphysema"	"n"	-2.0
"empire"	"n"	0.0
"empirical"	"adj"	0.0
"empirically"	"adv"	0.0
"empiricism"	"n"	0.0
"employ"	"v"	0.0
"employable"	"adj"	1.0
"employee"	"n"	0.0
"employer"	"n"	0.0
"employment"	"n"	0.0
"emporia"	"n"	0.0
"emporium"	"n"	0.0
"empower"	"v"	1.0
"empress"	"n"	0.0
"emptily"	"adv"	0.0
"emptiness"	"n"	-1.0
"empty"	"adj"	0.0
"empty"	"v"	0.0
"empty-handed"	"adj"	-1.0
"empty-headed"	"adj"	-2.0
"emu"	"n"	0.0
"emulate"	"v"	0.0
"emulation"	"n"	0.0
"emulsify"	"v"	0.0
"emulsion"	"n"	0.0
"enable"	"v"	0.0
"enact"	"v"	0.0
"enactment"	"n"	0.0
"enamel"	"v"	0.0
"enamor"	"v"	2.0
"encamp"	"v"	0.0
"encampment"	"n"	0.0
"encapsulate"	"v"	0.0
"encapsulation"	"n"	0.0
"encase"	"v"	0.0
"encephalitis"	"n"	-2.0
"enchant"	"v"	2.0
"enchanter"	"n"	0.0
"enchanting"	"adj"	2.0
"enchantingly"	"adv"	2.0
"enchantment"	"n"	2.0
"enchantress"	"n"	0.0
"enchilada"	"n"	0.0
"encircle"	"v"	0.0
"encirclement"	"n"	0.0
"enclave"	"n"	0.0
"enclose"	"v"	0.0
"enclosure"	"n"	0.0
"encode"	"v"	0.0
"encompass"	"v"	0.0
"encore"	"v"	0.0
"encounter"	"v"	0.0
"encourage"	"v"	1.0
"encouragement"	"n"	2.0
"encouraging"	"adj"	2.0
"encouragingly"	"adv"	2.0
"encroach"	"v"	-1.0
"encroachment"	"n"	-1.0
"encrust"	"v"	0.0
"encrustation"	"n"	0.0
"encumber"	"v"	-1.0
"encumbrance"	"n"	-1.0
"encyclical"	"adj"	0.0
"encyclopaedia"	"n"	0.0
"encyclopedia"	"n"	0.0
"encyclopedic"	"adj"	0.0
"end"	"v"	0.0
"endanger"	"v"	-2.0
"endear"	"v"	1.0
"endearing"	"adj"	2.0
"endearingly"	"adv"	2.0
"endearment"	"n"	2.0
"endeavor"	"v"	0.0
"endemic"	"adj"	-2.0
"ending"	"n"	0.0
"endive"	"n"	0.0
"endless"	"adj"	0.0
"endlessly"	"adv"	0.0
"endocrine"	"adj"	0.0
"endorse"	"v"	2.0
"endorsement"	"n"	0.0
"endow"	"v"	0.0
"endowment"	"n"	0.0
"endurable"	"adj"	1.0
"endurance"	"n"	2.0
"endure"	"v"	0.0
"enduring"	"adj"	2.0
"endways"	"adv"	0.0
"endwise"	"adv"	0.0
"enema"	"n"	0.0
"enemy"	"n"	-2.0
"energetic"	"adj"	1.0
"energetically"	"adv"	1.0
"energize"	"v"	1.0
"energy"	"n"	1.0
"enervate"	"v"	-1.0
"enfeeble"	"v"	-1.0
"enfold"	"v"	0.0
"enforce"	"v"	0.0
"enforceable"	"adj"	0.0
"enforcement"	"n"	0.0
"enforcer"	"n"	-1.0
"enfranchise"	"v"	0.0
"enfranchisement"	"n"	0.0
"engage"	"v"	0.0
"engaged"	"adj"	0.0
"engagement"	"n"	0.0
"engaging"	"adj"	2.0
"engagingly"	"adv"	2.0
"engender"	"v"	0.0
"engine"	"n"	0.0
"engineer"	"v"	0.0
"engineering"	"n"	0.0
"english"	"adj"	0.0
"engorge"	"v"	0.0
"engrave"	"v"	0.0
"engraver"	"n"	0.0
"engraving"	"n"	0.0
"engross"	"v"	0.0
"engrossing"	"adj"	2.0
"engulf"	"v"	-1.0
"enhance"	"v"	1.0
"enhancement"	"n"	2.0
"enigma"	"n"	0.0
"enigmatic"	"adj"	0.0
"enigmatically"	"adv"	0.0
"enjoin"	"v"	0.0
"enjoy"	"v"	1.0
"enjoyable"	"adj"	2.0
"enjoyment"	"n"	2.0
"enlarge"	"v"	0.0
"enlargement"	"n"	0.0
"enlighten"	"v"	1.0
"enlightened"	"adj"	2.0
"enlightenment"	"n"	2.0
"enlist"	"v"	0.0
"enlistee"	"n"	0.0
"enlistment"	"n"	0.0
"enliven"	"v"	1.0
"enmesh"	"v"	0.0
"enmity"	"n"	-2.0
"ennoble"	"v"	1.0
"ennui"	"n"	-1.0
"enormity"	"n"	0.0
"enormous"	"adj"	0.0
"enormously"	"adv"	0.0
"enough"	"adj"	0.0
"enough"	"adv"	0.0
"enquire"	"v"	0.0
"enquiry"	"n"	0.0
"enrage"	"v"	-2.0
"enrapture"	"v"	2.0
"enrich"	"v"	1.0
"enrichment"	"n"	1.0
"enrol"	"v"	0.0
"enroll"	"v"	0.0
"enrollment"	"n"	0.0
"ensconce"	"v"	0.0
"ensemble"	"n"	0.0
"enshrine"	"v"	1.0
"enshroud"	"v"	0.0
"ensign"	"n"	0.0
"enslave"	"v"	-2.0
"enslavement"	"n"	-2.0
"ensnare"	"v"	-2.0
"ensue"	"v"	0.0
"ensure"	"v"	0.0
"entail"	"v"	0.0
"entangle"	"v"	-1.0
"entanglement"	"n"	-1.0
"entente"	"n"	0.0
"enter"	"v"	0.0
"enterprise"	"n"	0.0
"enterprising"	"adj"	2.0
"entertain"	"v"	1.0
"entertainer"	"n"	0.0
"entertaining"	"adj"	2.0
"entertainingly"	"adv"	2.0
"entertainment"	"n"	0.0
"enthral"	"v"	2.0
"enthrall"	"v"	2.0
"enthralling"	"adj"	2.0
"enthrone"	"v"	0.0
"enthuse"	"v"	2.0
"enthusiasm"	"n"	2.0
"enthusiast"	"n"	1.0
"enthusiastic"	"adj"	2.0
"enthusiastically"	"adv"	2.0
"entice"	"v"	0.0
"enticement"	"n"	0.0
"entire"	"adj"	0.0
"entirely"	"adv"	0.0
"entirety"	"n"	0.0
"entitle"	"v"	0.0
"entitlement"	"n"	0.0
"entity"	"n"	0.0
"entomb"	"v"	0.0
"entombment"	"n"	0.0
"entomological"	"adj"	0.0
"entomologist"	"n"	0.0
"entomology"	"n"	0.0
"entourage"	"n"	0.0
"entrails"	"n"	0.0
"entrance"	"v"	0.0
"entrant"	"n"	0.0
"entrap"	"v"	-1.0
"entrapment"	"n"	-2.0
"entreat"	"v"	0.0
"entreaty"	"n"	0.0
"entree"	"n"	0.0
"entrench"	"v"	0.0
"entrenchment"	"n"	0.0
"entrepreneur"	"n"	0.0
"entrepreneurial"	"adj"	2.0
"entrust"	"v"	2.0
"entry"	"n"	0.0
"entwine"	"v"	0.0
"enumerate"	"v"	0.0
"enumeration"	"n"	0.0
"enunciate"	"v"	0.0
"enunciation"	"n"	0.0
"envelop"	"v"	0.0
"envelope"	"n"	0.0
"envelopment"	"n"	0.0
"enviable"	"adj"	1.0
"enviably"	"adv"	2.0
"envious"	"adj"	-2.0
"enviously"	"adv"	-1.0
"environment"	"n"	0.0
"environmental"	"adj"	0.0
"environmentalist"	"n"	0.0
"environmentally"	"adv"	0.0
"environs"	"n"	0.0
"envisage"	"v"	0.0
"envision"	"v"	0.0
"envoy"	"n"	0.0
"envy"	"v"	-1.0
"enzyme"	"n"	0.0
"eon"	"n"	0.0
"epaulet"	"n"	0.0
"epaulette"	"n"	0.0
"ephemeral"	"adj"	-1.0
"epic"	"adj"	1.0
"epicenter"	"n"	0.0
"epicure"	"n"	0.0
"epicurean"	"adj"	0.0
"epidemic"	"adj"	-1.0
"epidermal"	"adj"	0.0
"epidermis"	"n"	0.0
"epiglottis"	"n"	0.0
"epigram"	"n"	0.0
"epigrammatic"	"adj"	0.0
"epilepsy"	"n"	-2.0
"epileptic"	"adj"	-1.0
"epilog"	"n"	0.0
"epilogue"	"n"	0.0
"episcopalian"	"adj"	0.0
"episode"	"n"	0.0
"episodic"	"adj"	0.0
"epistle"	"n"	0.0
"epitaph"	"n"	0.0
"epithet"	"n"	0.0
"epitome"	"n"	0.0
"epitomize"	"v"	0.0
"epoch"	"n"	0.0
"epochal"	"adj"	1.0
"epoxy"	"v"	0.0
"equability"	"n"	0.0
"equable"	"adj"	1.0
"equably"	"adv"	2.0
"equal"	"adj"	0.0
"equal"	"v"	0.0
"equality"	"n"	1.0
"equalization"	"n"	0.0
"equalize"	"v"	0.0
"equalizer"	"n"	0.0
"equally"	"adv"	0.0
"equanimity"	"n"	2.0
"equate"	"v"	0.0
"equation"	"n"	0.0
"equator"	"n"	0.0
"equatorial"	"adj"	0.0
"equestrian"	"adj"	0.0
"equidistant"	"adj"	0.0
"equilateral"	"adj"	0.0
"equilibrium"	"n"	0.0
"equine"	"adj"	0.0
"equinoctial"	"adj"	0.0
"equinox"	"n"	0.0
"equip"	"v"	0.0
"equipment"	"n"	0.0
"equitable"	"adj"	1.0
"equitably"	"adv"	2.0
"equity"	"n"	2.0
"equivalence"	"n"	0.0
"equivalent"	"adj"	0.0
"equivocal"	"adj"	-1.0
"equivocally"	"adv"	-1.0
"equivocate"	"v"	0.0
"equivocation"	"n"	-1.0
"era"	"n"	0.0
"eradicate"	"v"	-1.0
"eradication"	"n"	-1.0
"erase"	"v"	-1.0
"eraser"	"n"	0.0
"erasure"	"n"	-1.0
"ere"	"n"	0.0
"erect"	"adj"	0.0
"erect"	"v"	0.0
"erection"	"n"	0.0
"erectly"	"adv"	0.0
"erectness"	"n"	0.0
"ergonomics"	"n"	0.0
"ermine"	"n"	0.0
"erode"	"v"	-1.0
"erogenous"	"adj"	0.0
"erosion"	"n"	-1.0
"erosive"	"adj"	-1.0
"erotic"	"adj"	0.0
"erotica"	"n"	0.0
"erotically"	"adv"	0.0
"eroticism"	"n"	0.0
"err"	"v"	-2.0
"errand"	"n"	0.0
"errant"	"adj"	-2.0
"errata"	"n"	0.0
"erratic"	"adj"	-1.0
"erratically"	"adv"	-2.0
"erroneous"	"adj"	-2.0
"erroneously"	"adv"	-2.0
"error"	"n"	-1.0
"ersatz"	"adj"	0.0
"erstwhile"	"adj"	0.0
"erstwhile"	"adv"	0.0
"erudite"	"adj"	2.0
"eruditely"	"adv"	2.0
"erudition"	"n"	0.0
"erupt"	"v"	-1.0
"eruption"	"n"	-1.0
"escalate"	"v"	-1.0
"escalation"	"n"	-1.0
"escalator"	"n"	0.0
"escapade"	"n"	0.0
"escape"	"v"	0.0
"escapee"	"n"	0.0
"escapism"	"n"	0.0
"escapist"	"adj"	0.0
"escarole"	"n"	0.0
"escarpment"	"n"	0.0
"eschew"	"v"	0.0
"escort"	"v"	0.0
"escrow"	"n"	0.0
"escutcheon"	"n"	0.0
"esophagi"	"n"	0.0
"esophagus"	"n"	0.0
"esoteric"	"adj"	0.0
"esoterically"	"adv"	0.0
"esp."	"n"	0.0
"especial"	"adj"	1.0
"especially"	"adv"	0.0
"espionage"	"n"	-1.0
"espousal"	"n"	0.0
"espouse"	"v"	0.0
"espresso"	"n"	0.0
"espy"	"v"	0.0
"esquire"	"n"	0.0
"essay"	"v"	0.0
"essayist"	"n"	0.0
"essence"	"n"	0.0
"essential"	"adj"	1.0
"essentially"	"adv"	1.0
"est."	"n"	0.0
"establish"	"v"	0.0
"establishment"	"n"	0.0
"estate"	"n"	0.0
"esteem"	"v"	1.0
"esthete"	"n"	0.0
"esthetic"	"adj"	1.0
"esthetics"	"n"	0.0
"estimable"	"adj"	0.0
"estimate"	"v"	0.0
"estimation"	"n"	0.0
"estimator"	"n"	0.0
"estonian"	"adj"	0.0
"estrange"	"v"	-1.0
"estranged"	"adj"	-1.0
"estrangement"	"n"	-2.0
"estrogen"	"n"	0.0
"estuary"	"n"	0.0
"etc."	"adv"	0.0
"etch"	"v"	0.0
"etcher"	"n"	0.0
"etching"	"n"	0.0
"eternal"	"adj"	1.0
"eternally"	"adv"	1.0
"eternity"	"n"	0.0
"ether"	"n"	0.0
"ethereal"	"adj"	1.0
"ethereally"	"adv"	0.0
"ethic"	"n"	0.0
"ethical"	"adj"	2.0
"ethically"	"adv"	2.0
"ethics"	"n"	0.0
"ethiopian"	"adj"	0.0
